Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,MIN,NBA,C,81,37,2048,316,688,0.459,2,19,0.105,314,669,0.469,0.461,265,336,0.789,274,460,734,84,35,50,118,205,899
2009-10,21,MIN,NBA,PF,60,22,1714,291,646,0.45,35,106,0.33,256,540,0.474,0.478,225,276,0.815,227,431,658,136,43,23,117,136,842
2010-11 ★,22,MIN,NBA,PF,73,73,2611,482,1026,0.47,88,211,0.417,394,815,0.483,0.513,424,499,0.85,330,782,1112,184,45,28,155,148,1476
2011-12 ★,23,MIN,NBA,PF,55,55,2145,474,1059,0.448,105,282,0.372,369,777,0.475,0.497,379,460,0.824,226,508,734,111,47,28,128,152,1432
2012-13,24,MIN,NBA,PF,18,18,618,105,298,0.352,20,92,0.217,85,206,0.413,0.386,100,142,0.704,64,188,252,42,13,9,39,34,330
2013-14 ★,25,MIN,NBA,PF,77,77,2797,650,1421,0.457,190,505,0.376,460,916,0.502,0.524,520,633,0.821,224,739,963,341,59,35,196,136,2010
2014-15,26,CLE,NBA,PF,75,75,2532,413,952,0.434,144,392,0.367,269,560,0.48,0.509,258,321,0.804,142,589,731,168,51,39,122,140,1228
2015-16,27,CLE,NBA,PF,20,20,674,126,288,0.438,48,130,0.369,78,158,0.494,0.521,65,76,0.855,55,171,226,44,12,10,47,42,365
