Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,19,MIL,NBA,SF,77,23,1897,173,418,0.414,41,118,0.347,132,300,0.44,0.463,138,202,0.683,78,261,339,150,60,61,122,173,525
2014-15,20,MIL,NBA,SG,81,71,2541,383,780,0.491,7,44,0.159,376,736,0.511,0.496,257,347,0.741,100,442,542,207,73,85,173,254,1030
2015-16,21,MIL,NBA,SF,20,20,657,119,236,0.504,9,30,0.3,110,206,0.534,0.523,72,85,0.847,25,100,125,53,18,23,47,75,319
