Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,21,CHA,NBA,C,82,3,1416,172,404,0.426,0,1,0,172,403,0.427,0.426,146,200,0.73,118,235,353,92,40,41,87,170,490
2014-15,22,CHO,NBA,C,62,45,1487,172,373,0.461,1,1,1,171,372,0.46,0.462,127,164,0.774,97,265,362,100,34,49,62,156,472
2015-16,23,CHO,NBA,C,18,5,391,47,99,0.475,0,9,0,47,90,0.522,0.475,51,72,0.708,30,62,92,14,12,11,16,45,145
