Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,21,UTA,NBA,C,45,0,434,36,74,0.486,0,0,,36,74,0.486,0.486,32,65,0.492,51,104,155,7,8,41,32,57,104
2014-15,22,UTA,NBA,C,82,37,2158,258,427,0.604,0,2,0,258,425,0.607,0.604,170,273,0.623,265,510,775,109,64,189,111,175,686
2015-16,23,UTA,NBA,C,14,14,479,47,84,0.56,0,0,,47,84,0.56,0.56,35,57,0.614,49,103,152,23,13,37,33,41,129
